genes,reactions,density,cluster,Refseq_ID,Mycobrowser_Version,Feature,Start,Stop,Score,Strand,Frame,Name,Function,Product,Comments,UniProt_AC,Is_Pseudogene,Functional_Category,Protein Data Bank,PFAM,UniProt,Gene Ontology,Enzyme Classification,Drug Resistance Mutations,InterPro,UniProtKB/TrEMBL,SWISS-MODEL,Orthologues M. leprae,Orthologues M. marinum,Orthologues M. smegmatis,Orthologues M. bovis,Orthologues M. lepromatosis,Orthologues M. tuberculosis,Orthologues M. abscessus,Orthologues M. haemophilum,Orthologues M. orygis
Rv3774,FAD_13,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,4218849.0,4219673.0,.,+,0.0,echA21,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Possible enoyl-CoA hydratase EchA21 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv3774, (MTCY13D12.08), len: 274 aa. Possible echA21, enoyl-CoA hydratase, equivalent to Q9CD94|ECHA1|ML0120 putative enoyl-CoA hydratase from Mycobacterium leprae (278 aa), FASTA scores: opt: 1593, E(): 2.2e-92, (88.3% identity in 274 aa overlap). Also similar to others e.g. Q9I2S4|PA1821 from Pseudomonas aeruginosa (270 aa), FASTA scores: opt: 761, E(): 2e-40, (42.3% identity in 267 aa overlap); Q9FHR8 from Arabidopsis thaliana (Mouse-ear cress) (278 aa) FASTA scores: opt: 638, E(): 9.9e-33, (39.4% identity in 269 aa overlap); Q9AB78|CC0353 from Caulobacter crescentus (286 aa), FASTA scores: opt: 601, E(): 2.1e-31, (39.25% identity in 266 aa overlap); etc.",P75019,No,lipid metabolism,,P75019,P75019,"GO:0016853,GO:0008152,GO:0004300",4.2.1.17,,,,P75019,"ML0120,ML0120c",MMAR_5329,MSMEG_6353,Mb3803,,,,,
Rv2724c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3036131.0,3037291.0,.,-,0.0,fadE20,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE20,"Rv2724c, (MTCY154.04c), len: 386 aa. Probable fadE20, acyl-CoA dehydrogenase, highly similar to many e.g. Q9X7Y2|SC6A5.36 from Streptomyces coelicolor (382 aa), FASTA scores: opt: 1583, E(): 6.9e-94, (62.7% identity in 378 aa overlap); Q9HVY0|PA4435 from Pseudomonas aeruginosa (381 aa), FASTA scores: opt: 1468, E(): 1.6e-86, (57.65% identity in 380 aa overlap); Q9ABZ1|CC0079 from Caulobacter crescentus (391 aa), FASTA scores: opt: 1298, E(): 1.2e-75, (51.9% identity in 391 aa overlap); etc. Also similar to many other Mycobacterium tuberculosis proteins e.g. O06164|FADE19|Rv2500c|MTCY07A7.06c acyl-CoA dehydrogenase (394 aa) (34.3% identity in 382 aa overlap). Contains acyl-CoA dehydrogenases signature 2 (PS00073). Belongs to the acyl-CoA dehydrogenases family.",O33229,No,lipid metabolism,,O33229,O33229,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,O33229,ML0998,MMAR_1989,,Mb2743c,,,,,
Rv3564,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,4005247.0,4006203.0,.,+,0.0,fadE33,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE33,"Rv3564, (MTCY06G11.11), len: 318 aa. Probable fadE33, acyl-CoA dehydrogenase, similar to others e.g. Q9A5G8|CC2479 from Caulobacter crescentus (344 aa), FASTA scores: opt: 373, E(): 1.9e-15, (34.3% identity in 338 aa overlap); Q9I4V4|PA1020 from Pseudomonas aeruginosa (370 aa), FASTA scores: opt: 277, E(): 1.4e-09, (31.95% identity in 335 aa overlap); Q9X7Y6|SC6A5.40c from Streptomyces coelicolor (395 aa), FASTA scores: opt: 273, E(): 2.5e-09, (30.1% identity in 352 aa overlap); P45857|ACDB_BACSU|MMGC from Bacillus subtilis (379 aa), FASTA scores: opt: 478, E(): 7.9e-22, (32.9% identity in 292 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. P96845|FADE32|Rv3563|MTCY06G11.10 (319 aa), FASTA scores: opt: 478, E(): 7.9e-22, (32.9% identity in 292 aa overlap). Could belong to the acyl-CoA dehydrogenases family.",I6YCF5,No,lipid metabolism,,P96846,I6YCF5,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,I6YCF5,,MMAR_5053,MSMEG_6016,Mb3594,,,,,
Rv0154c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,181987.0,183198.0,.,-,0.0,fadE2,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE2,"Rv0154c, (MTCI5.28c), len: 403 aa. Probable fadE2, acyl-CoA dehydrogenase, similar to many e.g. C-terminal region of O01590 acyl-CoA dehydrogenase (974 aa), FASTA scores: opt: 1150, E(): 0, (50.0% identity in 402 aa overlap); ACDS_MEGEL|Q06319 acyl-CoA dehydrogenase (short-chain) (383 aa), FASTA score: (35.0% identity in 306 aa overlap). Could belong to the acyl-CoA dehydrogenases family.",P96831,No,lipid metabolism,,P96831,P96831,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,P96831,ML2637,,,Mb0159c,,,,,
Rv1142c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,1269152.0,1269958.0,.,-,0.0,echA10,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Probable enoyl-CoA hydratase EchA10 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv1142c, (MTCI65.09c), len: 268 aa. Probable echA10, enoyl-CoA hydratase, similar to others e.g. CAA66096.1|X97452 enoyl-CoA isomerase from Escherichia coli (262 aa), FASTA scores: opt: 525, E(): 1.3e-26, (35.1% identity in 251 aa overlap); NP_420658.1|NC_002696 enoyl-CoA hydratase/isomerase family protein from Caulobacter crescentus (267 aa); NP_438092.1|NC_003078 putative enoyl-CoA hydratase protein from Sinorhizobium meliloti (263 aa); etc. Also similarity with naphthoate synthases. Also highly similar to upstream ORF Rv1141c|MTCI65.08c|echA11 probable enoyl-CoA hydratase from Mycobacterium tuberculosis (268 aa), FASTA score: opt: 1225, E(): 0, (72.3% identity in 267 aa overlap).",O06542,No,lipid metabolism,,O06542,O06542,"GO:0016853,GO:0008152,GO:0004300",4.2.1.17,,,,O06542,,MMAR_4309,,Mb1174c,,,,,
Rv3562,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,4003161.0,4004294.0,.,+,0.0,fadE31,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE31,"Rv3562, (MTCY06G11.09), len: 377 aa. Probable fadE31, acyl-CoA dehydrogenase, similar to many e.g. Q9RJX2|SCF37.29c from Streptomyces coelicolor (393 aa), FASTA scores: opt: 657, E(): 1.7e-34, (36.45% identity in 351 aa overlap); Q9A5G9|CC2478 from Caulobacter crescentus (407 aa), FASTA scores: opt: 653, E(): 3.2e-34, (33.95% identity in 392 aa overlap); Q9EX72|MLHC from Rhodococcus erythropolis (324 aa) FASTA scores: opt: 631, E(): 6.5e-33, (36.95% identity in 330 aa overlap); P45867|ACDA_BACSU|ACD from Bacillus subtilis (379 aa), FASTA scores: opt: 347, E(): 1e-15, (28.6% identity in 385 aa overlap); etc. Also similar to other from Mycobacterium tuberculosis e.g. P96842|FADE30|Rv3560c|MTCY06G11.07c (385 aa), FASTA scores: opt: 843, E(): 2.3e-46, (38.95% identity in 380 aa overlap). Could belong to the acyl-CoA dehydrogenases family.",I6YGH7,No,lipid metabolism,,P96844,I6YGH7,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,I6YGH7,,MMAR_5051,MSMEG_6014,Mb3592,,,,,
Rv0131c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,158315.0,159658.0,.,-,0.0,fadE1,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE1,"Rv0131c, (MTCI5.05c), len: 447 aa. Probable fadE1, acyl-CoA dehydrogenase, similar to many e.g. ACDS_HUMAN|P16219 acyl-CoA dehydrogenase short-chain specific precursor (412 aa), FASTA scores: opt: 522, E(): 1.4e-23, (30.1% identity in 425 aa overlap). Also highly similar to MTCI5_28 from Mycobacterium tuberculosis.",P96808,No,lipid metabolism,,P96808,P96808,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,P96808,,MMAR_0331,,Mb0136c,,,,,
Rv1935c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,2186203.0,2187159.0,.,-,0.0,echA13,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Possible enoyl-CoA hydratase EchA13 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv1935c, (MTCY09F9.29), len: 318 aa. Possible echA13, enoyl-CoA hydratase, similar to others and various enzymes e.g. CAC48381.1|Y16952 putative enoyl-CoA-isomerase from Amycolatopsis mediterranei (269 aa); AAK18173.1|AF290950_5|AF290950|FadB1x enoyl-CoA hydratase from Pseudomonas putida (257 aa); AAF78820.1|AF042490 4-chlorobenzoyl CoA dehalogenase from Arthrobacter sp. TM1 (276 aa); ECHM_RAT|P14604 enoyl-CoA hydratase mitochondrial precursor from Rattus norvegicus (Rat) (290 aa), FASTA scores: opt: 228, E(): 1.2e-08, (31.0% identity in 258 aa overlap); etc.",P95279,No,lipid metabolism,,P95279,P95279,"GO:0016853,GO:0008152,GO:0004300",4.2.1.17,,,,P95279,,MMAR_2863,,Mb1970c,,,,,
Rv3544c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3983125.0,3984144.0,.,-,0.0,fadE28,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE28,"Rv3544c, (MTCY03C7.12), len: 339 aa. Probable fadE28, acyl-CoA dehydrogenase, similar to many e.g. Q9RJX3|SCF37.28c from Streptomyces coelicolor (362 aa), FASTA scores: opt: 334, E(): 5.1e-13, (27.65% identity in 329 aa overlap); Q9A5G8|CC2479 from Caulobacter crescentus (344 aa), FASTA scores: opt: 278, E(): 1.2e-09, (26.95% identity in 319 aa overlap); O29813|AF0436 from Archaeoglobus fulgidus (382 aa) FASTA scores: opt: 205, E(): 3.5e-05, (24.75% identity in 384 aa overlap); etc. Also similar to other from Mycobacterium tuberculosis e.g. O53550|FADE27|Rv3505|MTV023.12 (373 aa) FASTA scores: opt: 497, E(): 7e-23, (30.3% identity in 343 aa overlap); and to P46703|ACDP_MYCLE|FADE25|ACD|ML0737|B1308_F1_34 probable acyl-CoA dehydrogenase from Mycobacterium leprae (389 aa) FASTA scores: opt: 165, E(): 0.0012, (25.2% identity in 345 aa overlap). Could belong to the acyl-CoA dehydrogenases family.",P71857,No,lipid metabolism,,P71857,P71857,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,P71857,,,MSMEG_5994,Mb3574c,,,,,
Rv0222,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,265507.0,266295.0,.,+,0.0,echA1,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Probable enoyl-CoA hydratase EchA1 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv0222, (MTCY08D5.17), len: 262 aa. Probable echA1, enoyl-CoA hydratase, similar to others e.g. AAC77915.1|AF063588 enoyl CoA hydratase from Rhodococcus fascians (275 aa); etc.",P96404,No,lipid metabolism,,P96404,P96404,"GO:0016853,GO:0008152,GO:0004300",4.2.1.17,,,,P96404,,MMAR_0465,MSMEG_2227,,,,,,
Rv3374,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3788368.0,3788616.0,.,+,0.0,echA18.1,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Probable enoyl-CoA hydratase (fragment) EchA18.1 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv3374, (MTV004.32), len: 82 aa. Probable echA18.1, enoyl-CoA hydratase C-terminus, similar to the C-terminus of several enoyl-CoA hydratases e.g. Q9I5I4|PA0745 from Pseudomonas aeruginosa (272 aa), FASTA scores: opt: 123, E(): 0.13, (34.55% identity in 81 aa overlap); P97087|CRT from Clostridium thermosaccharolyticum (Thermoanaerobacterium thermosaccharolyticum) (259 aa), FASTA scores: opt: 115, E(): 0.45, (32.95% identity in 82 aa overlap); Q9I002|PA2841 from Pseudomonas aeruginosa (263 aa), FASTA scores: opt: 108, E(): 1.4, (30.95% identity in 84 aa overlap); etc. Also some similarity to C-terminus of O29956|AF0285 3-hydroxyacyl-CoA dehydrogenase from Archaeoglobus fulgidus (658 aa), FASTA scores: opt: 116, E(): 0.81, (34.15% identity in 82 aa overlap); and other enzymes. And similar to other hydratases from Mycobacterium tuberculosis e.g. O53418|ECH8_MYCTU|Rv1070c|MT1100|MTV017.23c probable enoyl-CoA hydratase (257 aa), FASTA scores: opt: 111, E(): 0.83, (36.05% identity in 86 aa overlap). This homology extends across the upstream TGA stop codon into the upstream ORF MTV004.28, suggesting possible readthrough of the previous stop codon. Note that previously known as echA18'.",Q6MWX6,No,lipid metabolism,,,Q6MWX6,GO:0004300,4.2.1.17,,,,Q6MWX6,,,,Mb3408,,,,,
Rv3560c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,4000432.0,4001589.0,.,-,0.0,fadE30,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE30,"Rv3560c, (MTCY06G11.07c), len: 385 aa. Probable fadE30, acyl-CoA dehydrogenase, similar to many e.g. Q9I4V2|PA1022 from Pseudomonas aeruginosa (381 aa), FASTA scores: opt: 845, E(): 1.6e-47, (39.2% identity in 388 aa overlap); Q9A5G9|CC2478 from Caulobacter crescentus (407 aa), FASTA scores: opt: 734, E(): 2.8e-40, (35.5% identity in 386 aa overlap); Q9RJX2|SCF37.29c from Streptomyces coelicolor (393 aa), FASTA scores: opt: 656, E(): 3.2e-35, (37.9% identity in 351 aa overlap); etc. Also similar to acyl-CoA dehydrogenases from Mycobacterium tuberculosis e.g. P95280|FADE17|Rv1934c|MTCY09F9.30 (409 aa), FASTA scores: opt: 939, E(): 1.4e-53, (43.8% identity in 404 aa overlap). Could belong to the acyl-CoA dehydrogenases family.",I6Y3V5,No,lipid metabolism,,P96842,I6Y3V5,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,I6Y3V5,,MMAR_5049,MSMEG_6012,Mb3590c,,,,,
Rv3141,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3508095.0,3509066.0,.,+,0.0,fadB4,Involved in lipid degradation [catalytic activity: NADPH + quinone = NADP(+) + semiquinone].,Probable NADPH quinone oxidoreductase FadB4 (NADPH:quinone reductase) (zeta-crystallin),"Rv3141, (MTCY03A2.17c), len: 323 aa. Probable fadB4, quinone oxidoreductase, showing strong similarity to variety of quinone oxidoreductases and domains in polyketide and fatty acid synthases e.g. Q9HTV6|PA5234 probable oxidoreductase from Pseudomonas aeruginosa (325 aa), FASTA scores: opt: 737, E(): 1.4e-35, (39.65% identity in 328 aa overlap); Q9RYQ7|DRA0251 putative NADPH quinone oxidoreductase from Deinococcus radiodurans (336 aa), FASTA scores: opt: 688, E(): 1e-32, (40.6% identity in 325 aa overlap); Q9RVG8|DR1061 putative NADPH quinone oxidoreductase from Deinococcus radiodurans (388 aa), FASTA scores: opt: 559, E(): 3.3e-25, (36.3% identity in 325 aa overlap); BAB49685|MLL2594 probable quinone oxidoreductase from Rhizobium loti (Mesorhizobium loti) (326 aa), FASTA scores: opt: 519, E(): 5.9e-23, (34.25% identity in 330 aa overlap); Q9LXZ4|T5P19_110 quinone reductase-like protein from Arabidopsis thaliana (348 aa), FASTA scores: opt: 517, E(): 8.1e-23, (33.55% identity in 322 aa overlap); etc. Also similar to Q9AA38|CC0770 zinc-containing alcohol dehydrogenase from Caulobacter crescentus (325 aa), FASTA scores: opt: 673, E(): 7.2e-32, (40.2% identity in 326 aa overlap); and Q9ABX4|CC0096 zinc-containing alcohol dehydrogenase from Caulobacter crescentus (332 aa), FASTA scores: opt: 623, E(): 5.7e-29, (40.7% identity in 334 aa overlap). Also resembles Mycobacterium tuberculosis proteins P96826|Rv0149|MTCI5_23, MTCY13D12.11, MTCY24G1.03, MTCY19H9.01. Belongs to the zinc-containing alcohol dehydrogenase family, quinone oxidoreductase subfamily. Thought to be differentially expressed within host cells (see Triccas et al., 1999).",P95185,No,lipid metabolism,,P95185,P95185,"GO:0055114,GO:0008270,GO:0003960",1.6.5.5,,,,P95185,"ML0658,ML0658c",MMAR_1498,MSMEG_2033,Mb3165,,,,,
Rv2831,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3137271.0,3138020.0,.,+,0.0,echA16,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Probable enoyl-CoA hydratase EchA16 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv2831, (MTCY16B7.11c), len: 249 aa. Probable echA16, enoyl-CoA hydratase, similar to others e.g. O23468|AT4G16210 from Arabidopsis thaliana (Mouse-ear cress) (244 aa), FASTA scores: opt: 491, E(): 7.3e-25, (42.1% identity in 190 aa overlap); Q98LI4|MLL1009 from Rhizobium loti (Mesorhizobium loti) (258 aa), FASTA scores: opt: 491, E(): 7.6e-25, (40.75% identity in 248 aa overlap); O07137|ECH8_MYCLE|ML2402|MLCB1306.05c from Mycobacterium leprae (257 aa), FASTA scores: opt: 478, E(): 5.3e-24, (38.05% identity in 226 aa overlap); P76082|PAAF_ECOLI|B1393 from scherichia coli strain K12 (255 aa), FASTA scores: opt: 439, E(): 1.9e-21, (37.55% identity in 221 aa overlap); etc. Also similar to O53418|ECH8_MYCTU|ECHA8|Rv1070c|MT1100|MTV017.23c from Mycobacterium tuberculosis (257 aa), FASTA scores: opt: 471, E(): 1.5e-23, (38.05% identity in 226 aa overlap).",I6YEH6,No,lipid metabolism,,P71621,I6YEH6,"GO:0016853,GO:0008152,GO:0004300",4.2.1.17,,,,I6YEH6,ML1552,MMAR_1903,MSMEG_2641,Mb2855,,,,,
Rv2789c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3097706.0,3098938.0,.,-,0.0,fadE21,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE21,"Rv2789c, (MTV002.54c), len: 410 aa. Probable fadE21, acyl-CoA dehydrogenase, similar to many e.g. P45857|ACDB_BACSU|MMGC from Bacillus subtilis (379 aa), FASTA scores: opt: 689, E(): 9.3e-37, (35.75% identity in 400 aa overlap); Q9K6D1|ACDA|BH3798 from Bacillus halodurans (380 aa), FASTA scores: opt: 679, E(): 4.1e-36, (37.3% identity in 405 aa overlap); Q06319|ACDS_MEGEL from Megasphaera elsdenii (383 aa), FASTA scores: opt: 650, E(): 3e-34, (37.7% identity in 334 aa overlap); etc. Contains acyl-CoA dehydrogenases signature 1 (PS00072). Belongs to the acyl-CoA dehydrogenases family.",I6XFA9,No,lipid metabolism,,O33331,I6XFA9,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,I6XFA9,,MMAR_1919,,Mb2812c,,,,,
Rv1074c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,1198156.0,1199373.0,.,-,0.0,fadA3,"Function unknown, but supposedly involved in lipid degradation (beta oxidation).",Probable beta-ketoacyl CoA thiolase FadA3,"Rv1074c, (MTV017.27c), len: 405 aa. Probable fadA3, beta-ketoacyl CoA thiolase, highly similar to many involved in beta-oxidation e.g. CAB89028.1|AL353870 beta-ketoadipyl-CoA thiolase from Streptomyces coelicolor (395 aa); P77525|PAAJ_ECOLI probable beta-ketoadipyl CoA thiolase from Escherichia coli (401 aa), FASTA scores: opt: 1034, E(): 5.4e-56, (43.5% identity in 416 aa overlap) and X97452 acetyl-CoA acetyltransferase (thiolase) from Escherichia coli (401 aa), FASTA scores: opt: 1043, E(): 0, (43.4% identity in 415 aa overlap); Q43935|CATF_ACICA beta-ketoadipyl CoA thiolase from Acinetobacter calcoaceticus (401 aa), FASTA scores: opt: 992, E(): 0, (41.5% identity in 415 aa overlap); etc. Contains PS00737 Thiolases signature 2, and PS00445 FGGY family of carbohydrate kinases signature 2, although this is probably fortuitous. Belongs to the thiolase family.",O53422,No,lipid metabolism,,O53422,O53422,"GO:0008152,GO:0008415",2.3.1.-,,,,O53422,ML2399,MMAR_4393,MSMEG_5273,Mb1103c,,,,,
Rv3139,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3505363.0,3506769.0,.,+,0.0,fadE24,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE24,"Rv3139, (MTCY03A2.19c), len: 468 aa. Probable fadE24, acyl-CoA dehydrogenase (1.3.99.-), equivalent to O32890|MLCB1779.30|FADE24|ML0661 putative acyl-CoA dehydrogenase from Mycobacterium leprae (465 aa), FASTA scores: opt: 2587, E(): 4e-153, (83.6% identity in 464 aa overlap). Similar to other e.g. Q9HUH0|PA4995 from Pseudomonas aeruginosa (429 aa), FASTA scores: opt: 1139, E(): 2.8e-63, (45.3% identity in 426 aa overlap); Q9K6D0|MMGC|BH3799 from Bacillus halodurans (379 aa), FASTA scores: opt: 603, E(): 4.7e-30, (30.3% identity in 366 aa overlap); Q9K6D1|ACDA|BH3798 from Bacillus halodurans (380 aa), FASTA scores: opt: 601, E(): 6.3e-30, (32.25% identity in 363 aa overlap); etc. Contains acyl-CoA dehydrogenases signature 2 (PS00073) near C-terminus. Belongs to the acyl-CoA dehydrogenases family.",P95187,No,lipid metabolism,,P95187,P95187,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,INH,,,P95187,"ML0661,ML0661c",MMAR_1510,MSMEG_2081,Mb3163,,,,,
Rv0975c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,1087348.0,1088496.0,.,-,0.0,fadE13,"Function unknown, but involved in lipid degradation.",Probable acyl-CoA dehydrogenase FadE13,"Rv0975c, (MTV044.03c), len: 382 aa. Probable fadE13, acyl-CoA dehydrogenase, highly similar to many e.g. T35427 probable acyl-CoA dehydrogenase from Streptomyces coelicolor (382 aa); M74096|HUMACADL_1 Human long chain acyl-CoA dehydrogenase from Homo sapiens (430 aa), FASTA scores: opt: 819, E(): 0, (37.0% identity in 376 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. fadE20|Z98209|MTCY154_4 (386 aa), FASTA scores: (40.3% identity in 375 aa overlap). Contains PS00073 Acyl-CoA dehydrogenases signature 2. Belongs to the acyl-CoA dehydrogenases family.",O86319,No,lipid metabolism,,O86319,O86319,"GO:0003995,GO:0055114,GO:0050660",1.3.99.-,,,,O86319,ML0164,MMAR_4532,MSMEG_5491,Mb1000c,,,,,
Rv3550,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3989153.0,3989896.0,.,+,0.0,echA20,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,Probable enoyl-CoA hydratase EchA20 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv3550, (MTCY03C7.06c), len: 247 aa. Probable echA20, enoyl-CoA hydratase, similar to others e.g. Q9A7B0|CC1814 from Caulobacter crescentus (275 aa), FASTA scores: opt: 488, E(): 3.5e-24, (36.4% identity in 239 aa overlap); O84978|PHAA from Pseudomonas putida (293 aa), FASTA scores: opt: 383, E(): 2e-17, (33.85% identity in 254 aa overlap); BAB48479|Q98LI4|MLL1009 from Rhizobium loti (Mesorhizobium loti) (258 aa), FASTA scores: opt: 378, E(): 3.8e-17, (21.45% identity in 231 aa overlap); etc. Could belong to the enoyl-CoA hydratase/isomerase family.",I6Y3U6,No,lipid metabolism,,P71851,I6Y3U6,"GO:0016853,GO:0008152,GO:0004300",4.2.1.17,,,,I6Y3U6,,MMAR_5039,MSMEG_6001,Mb3580,,,,,
Rv0456c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,545889.0,546803.0,.,-,0.0,echA2,Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,enoyl-CoA hydratase EchA2 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),"Rv0456c, (MTCI429A.02, MTV037.20c), len: 304 aa. Probable echA2, enoyl-CoA hydratase, similar to other enoyl-CoA hydratases e.g. Q13011 peroxisomal enoyl-CoA hydratase-like protein (328 aa), FASTA scores: opt: 209, E(): 5.3e-07, (31.7% identity in 142 aa overlap). Also similar to several other proteins from Mycobacterium tuberculosis e.g. MTCY09F9.29 FASTA score: (32.9% identity in 146 aa overlap); and MTI376.01c.",O07179,No,lipid metabolism,,O07179,O07179,"GO:0016853,GO:0008152,GO:0004300",4.2.1.17,,,,O07179,"ML2381,ML2381c",MMAR_0778,,Mb0464c,,,,,
Rv3556c,FAD_14,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3995804.0,3996964.0,.,-,0.0,fadA6,"Function unknown, but involved in lipid degradation [catalytic activity: 2 acetyl-CoA = CoA + acetoacetyl-CoA].",Probable acetyl-CoA acetyltransferase FadA6 (acetoacetyl-CoA thiolase),"Rv3556c, (MTCY06G11.03), len: 386 aa. Probable fadA6, acetyl-CoA acetyltransferase, similar to many e.g. Q9K409|2SCG61.06c from Streptomyces coelicolor (389 aa), FASTA scores: opt: 1091, E(): 2.9e-58, (48.1% identity in 399 aa overlap); Q9AAT4|CC0510 from Caulobacter crescentus (391 aa), FASTA scores: opt: 902, E(): 6.6e-47, (40.25% identity in 395 aa overlap); P45359|THL_CLOAB from Clostridium acetobutylicum (392 aa), FASTA scores: opt: 872, E(): 4.2e-45, (37.9% identity in 396 aa overlap); Q9I2A8|ATOB|PA2001 from Pseudomonas aeruginosa (393 aa), FASTA scores: opt: 872, E(): 4.2e-45, (41.3% identity in 397 aa overlap); etc. Contains PS00737 Thiolases signature 2. Belongs to the thiolase family.",I6XHJ3,No,lipid metabolism,,P96838,I6XHJ3,"GO:0008152,GO:0003985",2.3.1.9,,,,I6XHJ3,,MMAR_5045,MSMEG_6008,Mb3586c,,,,,
